code,name,record,at
20184105,말모이,1185368
20176251,내안의 그놈,765383
20189463,주먹왕 랄프 2: 인터넷 속으로,1342315
20180290,아쿠아맨,4920735
20183915,극장판 공룡메카드: 타이니소어의 섬,289873
20185485,보헤미안 랩소디,9785643
20184574,그린 북,99569
20186281,범블비,1553491
20170658,PMC: 더 벙커,1665204
20175547,스윙키즈,1462874
